GENDER,AGE,INCOME_LEVEL,TRAVEL_DAYS,COMPANION_CNT,VISITED_POI_CNT,AVG_STAY_TIME,MAIN_TRANSPORT,ADV_CONSUME_KRW,PREF_NATURE,PREF_ACTIVITY,PREF_GOURMET,PREF_REST,TOTAL_EXPENDITURE
0,27,1,2,1,4,56.5,1,20300.0,3,3,4,4,482700.0
1,35,3,3,0,9,157.9,0,12000.0,1,2,1,4,476500.0
0,28,2,1,1,6,149.5,2,33100.0,1,1,3,5,247100.0
1,48,4,2,0,4,35.1,0,179400.0,5,4,5,1,478500.0
1,23,1,3,2,18,84.2,0,23800.0,3,5,1,4,2231100.0
1,20,2,2,1,12,91.3,0,56800.0,3,3,2,2,685100.0
0,30,4,1,1,4,78.1,0,11400.0,5,1,5,3,444800.0
1,34,3,1,1,5,73.1,3,2600.0,1,4,5,5,424000.0
0,61,5,1,1,4,117.0,0,14300.0,5,2,4,2,374200.0
1,35,2,2,1,4,152.6,2,281600.0,1,4,3,1,759300.0
0,26,3,2,2,4,118.2,0,12500.0,1,4,4,3,655500.0
0,40,3,1,0,6,120.2,0,5700.0,1,5,4,4,241300.0
1,25,1,2,0,10,77.6,0,95600.0,3,1,3,2,447700.0
0,57,4,2,1,4,125.6,2,0.0,5,4,3,2,672500.0
0,34,1,1,1,2,125.5,0,6100.0,1,2,3,4,184300.0
1,36,4,2,1,8,73.4,2,18600.0,4,2,4,4,1116200.0
1,25,1,2,1,6,81.8,0,11200.0,1,5,3,2,637300.0
1,33,2,1,2,3,34.9,0,500.0,1,4,3,1,330300.0
1,46,4,2,0,12,42.7,0,204300.0,1,2,5,5,671000.0
1,48,3,1,1,3,74.8,0,26200.0,2,2,4,1,218300.0
0,26,1,2,1,8,52.6,0,14400.0,4,5,3,1,480600.0
0,24,1,3,1,12,118.2,1,7500.0,3,4,4,5,824900.0
0,46,4,2,4,8,84.4,0,27200.0,5,5,2,1,2319100.0
1,52,4,1,1,4,108.6,0,20900.0,5,4,1,3,414300.0
1,21,2,1,5,5,47.3,0,9800.0,5,2,5,4,695000.0
0,34,2,1,1,1,135.5,0,1400.0,3,1,5,2,132300.0
1,33,2,2,0,6,107.1,0,83500.0,1,2,4,5,393000.0
1,54,4,1,0,1,104.2,0,3100.0,4,1,3,1,59400.0
0,27,1,2,1,6,123.1,1,9200.0,5,4,4,2,470400.0
1,23,2,1,1,10,101.2,0,500.0,2,4,1,3,409500.0
1,48,4,1,0,3,54.5,1,5000.0,2,3,5,1,128200.0
1,26,1,1,1,3,111.9,0,14000.0,4,4,5,1,247300.0
0,36,2,4,1,8,62.4,0,112300.0,5,4,1,1,1047200.0
1,37,3,2,0,4,97.4,0,23400.0,1,3,4,3,245400.0
1,35,2,1,1,1,63.0,1,7400.0,5,1,5,4,86200.0
1,37,2,1,3,4,148.2,1,58100.0,1,4,3,2,733300.0
1,32,4,2,1,8,113.4,0,208800.0,5,5,4,1,1121300.0
1,20,1,1,2,5,125.3,0,24100.0,2,4,3,1,360700.0
1,35,4,2,1,12,63.4,1,2100.0,3,4,2,3,974600.0
0,40,3,2,1,4,100.5,2,124600.0,4,2,1,3,629600.0
1,48,4,2,1,4,96.7,1,38300.0,1,4,5,2,704800.0
1,21,1,2,1,4,93.9,0,27200.0,3,4,1,2,440800.0
1,21,1,2,1,4,22.2,0,25500.0,1,5,1,1,387700.0
1,26,1,3,1,3,158.7,1,54300.0,4,3,3,1,401800.0
1,31,2,3,1,6,88.7,0,45400.0,3,3,5,1,496200.0
1,37,2,2,0,8,107.6,0,64100.0,3,3,2,1,388500.0
1,45,3,1,3,4,44.0,0,3500.0,4,2,1,1,426600.0
0,26,1,1,1,3,141.2,0,21300.0,4,4,3,3,230500.0
1,26,2,1,1,2,138.3,2,16800.0,1,1,3,4,259700.0
1,35,2,2,1,4,119.9,2,110300.0,3,1,5,2,643600.0
0,48,2,2,3,4,99.5,0,65300.0,4,5,4,3,1008800.0
1,28,1,1,1,1,171.7,0,2300.0,1,2,4,5,117800.0
1,46,2,1,1,2,124.4,1,38100.0,5,2,2,5,208100.0
1,28,1,2,3,6,42.2,0,500.0,4,4,3,5,1002900.0
1,52,3,3,2,6,97.9,0,22400.0,3,1,4,2,1422700.0
0,52,5,2,0,6,110.4,0,3400.0,5,2,1,1,297500.0
0,20,1,2,0,10,93.7,0,39500.0,4,5,2,5,2001500.0
0,24,1,1,2,5,110.1,0,7300.0,2,1,1,5,495400.0
1,33,3,2,2,2,140.4,0,20200.0,3,2,4,4,399000.0
0,21,2,1,1,3,83.4,0,12500.0,3,4,3,3,281600.0
0,48,2,2,1,12,76.7,2,73200.0,1,4,4,2,769300.0
0,42,4,1,1,3,52.0,2,12400.0,2,4,2,2,200400.0
1,47,3,2,1,6,24.7,1,62100.0,4,4,2,4,645300.0
1,45,4,1,2,1,79.1,0,2100.0,2,1,1,5,94900.0
0,34,2,1,0,2,66.3,0,2100.0,4,1,1,4,87000.0
0,20,2,3,4,1,82.8,1,9200.0,1,2,2,1,1488200.0
1,43,5,1,2,2,69.5,2,21500.0,5,5,1,5,635000.0
1,32,2,1,1,4,52.4,0,6000.0,2,3,5,2,339300.0
0,40,3,2,1,10,70.7,0,3100.0,3,3,2,3,639300.0
1,24,1,2,0,12,108.0,0,10000.0,4,4,1,4,460600.0
0,25,1,1,1,6,71.3,0,2300.0,2,2,4,4,218900.0
0,61,4,2,2,12,83.4,0,37200.0,4,3,3,2,1966700.0
1,22,1,2,1,6,163.3,2,117300.0,2,3,5,5,828900.0
0,65,5,1,1,3,127.6,0,12800.0,3,3,5,5,309400.0
1,63,5,1,1,5,98.0,0,12100.0,4,3,3,5,539700.0
0,48,3,1,2,2,99.1,2,2600.0,4,3,3,3,546300.0
1,44,2,2,0,8,65.1,0,21000.0,5,2,4,3,359200.0
1,33,2,1,1,4,75.3,2,13100.0,1,3,3,5,318300.0
0,51,6,1,2,4,80.3,0,400.0,2,3,5,3,641600.0
1,25,1,2,1,10,93.7,2,88800.0,3,2,4,4,729300.0
0,31,2,2,2,8,88.5,0,42200.0,5,1,3,5,3340300.0
1,36,3,1,1,6,50.5,3,8100.0,5,1,4,3,638400.0
0,32,3,2,5,6,110.9,0,59200.0,1,1,4,4,1237000.0
0,38,2,1,0,1,69.9,0,31400.0,3,3,1,4,114800.0
0,34,3,1,1,2,157.3,0,15400.0,2,2,3,3,208000.0
1,37,2,2,0,10,133.7,0,700.0,4,1,1,5,488500.0
1,55,5,3,0,3,31.8,0,13400.0,1,4,5,5,415900.0
1,27,1,1,1,2,81.1,2,7200.0,4,4,4,3,168700.0
0,52,4,2,0,14,146.3,0,13400.0,5,2,5,3,687600.0
1,42,2,2,4,4,113.2,1,51700.0,4,3,4,1,1085600.0
0,44,4,1,3,5,93.1,0,7900.0,2,1,3,4,1047100.0
1,32,2,2,1,8,20.0,1,116300.0,2,3,2,5,566800.0
0,47,3,1,1,2,82.4,0,1200.0,4,1,3,2,102500.0
0,27,1,4,1,8,97.4,3,70100.0,4,5,4,4,1079600.0
0,41,5,2,2,2,20.0,0,56300.0,1,5,2,5,680100.0
1,23,2,1,1,1,111.5,0,4300.0,2,3,2,1,102700.0
1,50,4,1,0,2,65.4,0,33200.0,4,4,3,4,153600.0
0,63,5,1,2,3,100.5,1,14200.0,3,3,5,4,536500.0
1,23,1,1,2,3,94.6,1,47700.0,1,1,3,5,497000.0
1,28,1,1,1,2,81.1,1,6200.0,1,3,4,2,115400.0
1,42,5,1,3,3,117.7,0,7700.0,1,3,5,3,491500.0
1,21,1,2,3,4,99.8,0,18900.0,1,1,4,2,772800.0
0,58,4,1,1,5,185.1,2,12900.0,4,4,5,1,648800.0
1,28,1,2,1,4,152.2,0,189600.0,5,5,1,4,531800.0
0,20,1,2,5,6,54.6,0,199100.0,3,1,5,5,1296300.0
0,65,5,2,1,2,131.5,1,81700.0,5,3,1,4,748900.0
1,47,3,2,1,8,64.2,0,29600.0,5,2,4,3,676400.0
1,52,3,1,0,1,48.9,1,16500.0,4,3,3,2,71000.0
0,28,1,1,3,1,38.3,0,47300.0,1,3,4,2,239300.0
0,41,3,2,2,12,77.5,3,144600.0,1,2,3,1,1237200.0
1,35,2,1,0,3,125.2,2,8200.0,4,3,1,5,176000.0
0,30,1,2,5,8,95.5,1,13500.0,4,2,3,3,1881700.0
0,46,4,3,2,15,107.8,0,5700.0,2,3,4,3,2612400.0
0,32,2,3,3,20,20.0,0,147700.0,1,4,4,5,2058400.0
1,36,2,2,0,14,82.0,2,3400.0,3,5,4,1,687600.0
1,23,2,2,1,6,53.2,0,21000.0,2,4,5,3,695600.0
0,48,4,1,2,3,34.7,1,800.0,5,1,4,1,480500.0
0,24,1,1,1,1,47.9,0,14700.0,1,1,5,5,99900.0
0,42,3,2,2,14,92.5,0,142500.0,4,3,2,5,2201200.0
1,27,1,1,2,8,113.0,0,10800.0,4,1,1,5,395900.0
0,35,2,1,1,1,58.1,0,1600.0,4,1,2,3,144700.0
0,41,3,1,2,5,110.6,1,26400.0,1,3,2,5,723600.0
1,22,2,2,0,6,118.6,1,22400.0,3,3,5,3,278200.0
0,27,2,1,1,5,101.5,0,7300.0,4,5,5,1,217500.0
1,26,1,2,0,4,60.0,0,36300.0,1,2,1,4,243100.0
0,35,1,1,1,3,72.6,2,3100.0,5,3,1,1,295700.0
0,50,4,1,1,4,101.5,1,25200.0,2,5,1,3,612800.0
0,28,1,1,2,6,65.0,0,11800.0,1,4,4,2,465100.0
1,42,2,1,2,1,112.6,0,6000.0,1,1,4,2,176300.0
1,34,3,3,1,20,51.2,2,181100.0,4,2,1,4,1659300.0
1,36,2,1,2,3,103.3,0,2800.0,2,4,5,5,222900.0
0,56,6,1,0,4,121.7,2,29800.0,2,3,2,1,242400.0
1,32,3,2,0,12,96.7,1,134200.0,4,4,1,1,816500.0
0,33,3,2,1,4,55.3,1,39200.0,3,5,1,3,670900.0
0,26,1,1,1,1,32.9,3,10300.0,1,3,2,4,100900.0
1,27,1,1,2,1,51.2,1,1700.0,4,3,3,5,152000.0
0,21,1,4,1,16,107.1,0,4400.0,3,2,1,4,1174000.0
0,28,1,2,2,6,82.8,0,1100.0,4,5,1,2,477000.0
0,46,3,1,2,3,69.0,0,9200.0,5,1,4,4,238500.0
0,37,2,2,4,8,103.9,0,19000.0,3,4,2,5,1065400.0
0,35,2,1,1,5,20.5,0,44700.0,3,2,1,5,301000.0
1,25,1,1,1,1,80.8,0,7600.0,2,2,1,1,96100.0
1,28,2,2,1,14,51.3,0,16200.0,1,3,3,1,747200.0
1,43,3,3,5,18,42.7,0,79200.0,4,4,2,5,4310000.0
1,64,4,1,1,2,72.0,2,12500.0,4,2,1,1,289900.0
0,28,1,2,1,6,176.5,1,116500.0,1,3,3,1,675100.0
0,50,6,1,1,4,112.1,2,200.0,1,3,1,1,408200.0
0,33,2,1,1,1,50.4,0,15900.0,2,5,5,5,106300.0
1,36,1,1,1,4,132.4,0,23300.0,1,3,3,1,244000.0
0,38,2,1,0,7,44.3,0,14400.0,5,1,5,2,219700.0
1,25,3,3,1,3,143.1,0,31800.0,2,5,1,5,709200.0
0,27,2,1,1,3,59.1,0,4900.0,3,5,3,4,197100.0
1,38,2,1,0,1,93.8,0,3200.0,1,1,2,3,65600.0
1,33,2,3,1,12,163.0,0,35000.0,3,1,4,3,4977400.0
0,50,4,2,0,8,77.7,1,17300.0,2,2,1,2,357800.0
1,37,1,2,4,4,154.3,1,86700.0,5,2,3,5,1414500.0
1,21,2,3,1,18,87.5,0,11900.0,5,1,5,4,1478000.0
0,40,4,1,2,3,87.0,0,21900.0,1,2,3,5,462600.0
1,26,3,2,1,8,59.0,0,9800.0,5,1,2,4,603700.0
1,38,2,2,3,4,139.4,0,98100.0,4,1,3,4,952000.0
1,48,2,2,1,10,72.7,2,33100.0,2,3,5,5,944400.0
1,52,4,2,1,6,156.7,2,12300.0,5,2,1,1,618600.0
1,45,4,1,1,4,68.0,0,10500.0,2,5,5,3,428100.0
0,46,4,2,2,6,74.1,0,15000.0,2,5,5,1,792500.0
0,48,3,1,1,3,125.1,0,20800.0,4,2,5,3,246000.0
1,51,4,1,1,6,86.2,0,20800.0,1,2,4,1,555000.0
1,27,1,1,0,1,100.1,2,11100.0,2,2,1,5,101700.0
0,26,1,3,1,12,44.2,1,6700.0,4,2,4,5,951000.0
0,23,2,1,1,1,93.9,0,13200.0,5,3,3,4,123700.0
1,21,1,2,0,2,103.0,0,300.0,3,1,1,2,93300.0
1,47,4,1,1,4,150.4,1,800.0,1,2,1,5,368900.0
1,44,3,3,1,9,73.3,0,116500.0,3,2,3,3,985700.0
0,35,3,1,2,1,101.8,0,5000.0,4,1,3,4,157600.0
0,26,1,2,0,4,132.4,0,9300.0,2,1,5,3,206000.0
0,40,4,2,1,4,91.5,0,71900.0,4,1,1,1,529200.0
1,27,1,1,2,2,128.0,1,3500.0,1,4,2,2,337700.0
0,43,3,1,1,3,177.4,0,3700.0,1,5,5,5,220400.0
1,38,2,2,1,8,91.0,0,79000.0,5,2,1,1,1866800.0
0,30,2,3,2,20,136.3,0,25500.0,4,3,3,4,1635100.0
1,21,1,2,1,4,108.0,0,22600.0,1,3,3,3,482600.0
1,25,1,1,1,7,120.0,1,26500.0,4,1,2,2,456300.0
1,40,5,3,4,1,114.7,0,4100.0,5,3,1,5,1525000.0
0,53,4,1,3,3,127.3,1,2000.0,5,5,4,3,523900.0
0,47,4,2,1,12,125.0,0,125000.0,4,2,5,5,827300.0
0,24,3,2,0,4,87.5,0,700.0,1,3,1,5,268300.0
1,38,1,1,1,1,70.5,1,8300.0,2,5,4,3,182100.0
1,45,4,2,0,4,104.9,1,87800.0,2,5,3,5,478500.0
1,40,3,2,0,12,39.1,0,50300.0,5,4,3,4,499400.0
1,25,1,3,1,9,111.7,0,78700.0,1,4,4,2,1012600.0
1,25,1,1,3,2,116.1,0,3200.0,5,3,4,1,287400.0
0,45,5,1,3,6,83.7,1,14000.0,5,5,2,2,1259400.0
1,37,1,2,1,6,91.5,0,28900.0,5,1,1,1,493100.0
0,25,1,1,1,1,121.9,0,37500.0,5,4,3,4,102200.0
0,24,1,1,0,3,116.2,0,12300.0,4,5,5,2,119200.0
1,31,3,4,1,16,122.4,0,63200.0,4,4,3,4,1521500.0
0,53,3,1,0,5,117.2,1,6800.0,1,2,1,3,322100.0
0,54,5,4,2,20,93.7,0,35600.0,1,5,4,1,3147900.0
1,33,3,1,0,1,89.5,0,10400.0,3,5,2,3,86800.0
0,31,3,1,3,2,104.8,0,19500.0,2,2,3,3,241000.0
1,26,3,2,1,14,140.9,0,66100.0,4,4,2,2,1126600.0
0,31,3,2,1,6,99.2,0,43400.0,1,2,4,5,722500.0
0,30,1,2,0,6,135.7,0,68400.0,5,3,1,5,1318800.0
0,34,2,2,1,4,20.0,0,1500.0,4,1,3,4,1200100.0
0,30,2,2,3,4,101.3,1,89900.0,2,4,1,2,1206700.0
1,20,1,1,2,2,92.9,1,28100.0,4,5,5,3,303400.0
0,20,1,1,1,4,31.7,0,12100.0,2,3,1,4,325600.0
1,25,1,1,1,6,37.0,0,14100.0,3,4,4,3,312400.0
1,28,1,2,1,20,106.1,0,7300.0,1,1,4,4,774300.0
1,20,3,1,5,3,93.7,0,300.0,2,5,5,1,527500.0
1,64,4,1,2,3,117.7,2,45400.0,3,2,1,4,627200.0
1,38,4,2,1,4,20.0,2,55700.0,4,1,4,4,732800.0
0,38,2,1,1,2,127.4,0,45600.0,1,4,4,3,236300.0
0,50,4,1,1,6,127.7,0,21700.0,2,5,4,5,521000.0
0,67,6,2,1,2,41.6,1,59000.0,2,4,4,3,750400.0
1,30,2,1,0,4,139.3,0,2700.0,1,1,2,2,127400.0
0,47,3,2,1,12,152.7,0,40100.0,4,5,3,3,999100.0
1,20,1,2,3,4,43.3,0,500.0,4,1,2,5,646900.0
1,24,1,1,1,3,93.8,0,8700.0,5,4,4,2,229200.0
0,37,4,2,0,2,96.9,0,6900.0,4,5,1,5,209200.0
1,45,4,1,3,5,27.1,0,8600.0,1,5,2,2,963500.0
0,48,2,2,1,2,78.4,0,17200.0,3,5,5,3,345100.0
0,20,1,4,1,12,139.1,1,35900.0,1,4,3,5,891700.0
1,28,1,2,1,6,59.9,1,26200.0,2,3,1,5,611700.0
1,40,2,2,1,8,154.0,3,9300.0,5,4,2,1,778800.0
1,22,1,1,1,2,102.9,0,1200.0,5,2,3,1,99700.0
1,30,1,1,1,2,62.3,0,24900.0,3,3,2,4,196700.0
0,42,3,2,2,8,91.6,0,5300.0,2,4,5,1,961300.0
1,41,2,1,1,1,38.8,1,17100.0,4,2,4,5,181300.0
1,41,3,1,2,3,105.0,0,16300.0,4,1,5,4,405700.0
1,58,5,1,0,3,83.3,0,36100.0,4,2,4,3,193300.0
0,37,2,2,2,14,75.1,0,9800.0,1,5,3,4,1947500.0
1,40,5,1,2,3,39.4,3,1700.0,4,3,2,2,581300.0
0,33,3,3,2,6,87.2,2,132900.0,2,4,2,4,1478400.0
0,20,1,1,1,2,97.2,0,6000.0,5,4,5,1,146600.0
1,20,1,1,2,1,42.0,2,4000.0,1,5,1,3,291900.0
0,23,2,2,0,2,127.8,0,122500.0,4,3,3,2,1019700.0
1,31,4,1,3,3,99.7,0,2400.0,2,3,4,4,398900.0
1,32,3,2,0,4,60.3,1,12300.0,3,5,3,3,317300.0
0,58,3,1,0,3,86.7,0,7300.0,2,3,5,1,142200.0
1,21,3,1,1,6,119.3,0,4900.0,5,5,2,3,348900.0
1,23,1,1,2,2,137.9,2,9000.0,2,2,4,3,270000.0
1,60,6,3,0,9,145.5,0,253000.0,2,5,4,2,1083500.0
1,21,3,2,3,4,153.0,3,47400.0,1,4,4,5,1167400.0
1,34,2,2,4,6,43.4,0,64000.0,5,1,4,1,949800.0
1,30,4,1,1,1,65.1,0,1600.0,4,2,3,2,141000.0
1,36,2,2,1,2,41.0,0,15200.0,5,4,3,2,333400.0
0,23,3,2,2,2,128.2,2,24600.0,3,2,5,2,634400.0
1,25,1,3,1,3,83.9,0,31900.0,5,4,2,5,563700.0
0,27,3,2,1,6,134.2,0,54200.0,1,3,2,5,706500.0
1,35,1,2,3,12,40.4,0,114000.0,4,5,3,4,1315600.0
1,31,3,1,4,5,65.9,1,26600.0,5,4,5,4,600200.0
0,20,1,2,3,6,62.1,0,38200.0,4,4,1,1,1082600.0
1,47,3,2,1,6,133.3,0,83500.0,1,3,4,1,669200.0
1,47,3,3,1,12,114.5,0,5500.0,2,1,2,5,1274800.0
0,28,2,1,1,2,20.0,0,10700.0,3,1,4,5,152400.0
1,35,2,1,1,3,73.7,0,3100.0,5,5,2,5,258300.0
1,40,3,1,1,5,123.6,0,2900.0,4,3,1,2,268800.0
0,28,1,1,1,6,129.0,2,18700.0,5,2,2,5,516200.0
1,22,3,1,1,1,104.5,0,18700.0,1,4,1,2,112400.0
0,35,1,2,2,8,96.3,0,113600.0,2,5,2,2,744300.0
1,58,4,2,2,6,57.4,0,24500.0,1,1,3,1,1272600.0
1,42,3,2,2,8,127.5,2,12700.0,4,2,4,3,1045200.0
1,34,2,2,0,4,48.1,0,37600.0,5,3,5,4,287200.0
1,44,3,1,0,5,33.6,1,30800.0,4,4,5,4,145000.0
1,36,2,2,2,2,97.3,2,4300.0,1,4,2,1,604100.0
1,43,4,1,1,4,74.5,0,16200.0,5,1,5,1,250400.0
0,33,3,3,1,15,115.3,0,63500.0,4,1,4,5,1204900.0
1,26,1,1,0,1,107.0,1,33500.0,5,5,3,5,67300.0
0,48,2,1,1,1,149.8,1,2400.0,3,4,3,5,163300.0
1,33,3,1,1,4,104.2,1,7600.0,1,4,1,2,266300.0
0,33,2,2,3,2,127.1,1,103200.0,1,4,5,2,793800.0
0,55,5,1,3,4,60.2,0,9400.0,3,4,4,5,706300.0
0,25,1,1,1,3,114.9,1,22500.0,2,2,5,2,301900.0
1,26,1,2,1,8,80.3,0,50500.0,4,3,4,1,667400.0
0,20,1,2,2,10,72.7,0,6700.0,2,2,1,5,1016300.0
1,42,4,1,1,4,58.4,0,12600.0,5,3,5,4,326200.0
0,48,2,2,1,6,144.0,0,500.0,4,2,3,4,533700.0
0,35,2,2,3,10,89.8,0,900.0,4,5,1,2,1779400.0
1,45,2,1,2,6,62.4,0,1500.0,4,3,5,4,588400.0
1,34,3,3,3,12,113.7,0,4600.0,3,4,3,5,2447300.0
0,42,5,1,1,2,74.6,2,27300.0,1,3,3,4,484800.0
1,34,2,2,1,2,62.1,0,190300.0,3,4,4,1,451800.0
1,30,2,2,2,2,191.6,1,253000.0,3,5,3,2,1004200.0
1,52,6,2,0,2,47.7,0,10600.0,3,3,2,4,280000.0
0,23,1,2,2,4,155.3,0,49400.0,2,1,5,2,518200.0
0,24,1,1,0,2,61.6,0,32000.0,3,4,5,1,84400.0
1,38,2,1,2,3,111.9,0,1800.0,1,3,4,4,239600.0
0,63,6,2,1,10,86.4,0,155200.0,4,2,3,5,1588000.0
1,32,1,2,0,8,115.8,2,84200.0,2,3,4,3,1122800.0
1,20,2,1,1,2,41.6,0,8200.0,3,4,2,4,177700.0
1,35,2,2,2,8,37.4,0,18800.0,3,1,4,1,647800.0
1,36,1,1,1,3,116.8,0,43600.0,4,1,5,3,192500.0
1,27,2,1,1,1,27.7,0,29600.0,4,2,4,4,132200.0
0,40,3,2,3,4,49.1,0,21300.0,2,5,5,2,711600.0
1,63,4,1,1,1,86.9,1,7800.0,1,1,1,1,1268500.0
0,34,2,2,1,6,44.7,0,8100.0,2,5,2,4,585500.0
1,31,3,1,0,4,49.2,0,92100.0,4,4,2,1,253600.0
1,30,3,1,3,7,75.6,0,2400.0,1,3,5,5,1272500.0
1,27,3,2,0,8,20.0,0,16600.0,3,5,1,3,326400.0
1,55,5,2,1,4,41.0,0,17700.0,3,4,3,3,569800.0
1,34,1,1,2,2,136.9,0,10700.0,5,4,4,5,221600.0
0,38,2,1,1,3,123.5,1,5500.0,4,4,3,3,237100.0
1,41,4,1,1,3,169.3,0,34100.0,5,2,1,3,350100.0
1,37,2,1,1,1,110.8,1,51800.0,2,2,2,5,284100.0
0,48,3,3,2,9,135.6,0,48300.0,2,5,3,2,1678500.0
0,20,1,2,1,6,75.2,1,92900.0,1,4,1,3,531700.0
0,46,3,1,3,3,83.5,2,16300.0,4,5,2,2,652700.0
0,57,6,1,3,3,104.5,0,7100.0,1,1,3,1,712000.0
0,42,3,3,1,9,23.7,0,33500.0,1,5,2,1,720900.0
0,53,4,2,2,10,109.1,0,34100.0,2,3,5,3,799900.0
0,22,3,2,1,6,68.2,0,26300.0,2,4,2,1,1720700.0
0,36,2,2,1,4,74.0,0,500.0,4,5,2,5,501000.0
1,38,2,1,1,4,124.9,1,21300.0,2,2,1,3,453700.0
1,32,2,2,3,6,35.7,0,7100.0,4,3,1,5,2059400.0
0,35,3,3,1,3,91.9,0,324000.0,5,5,4,2,934800.0
1,37,3,2,1,2,105.7,1,89000.0,3,5,1,4,410600.0
0,25,2,1,1,4,71.4,1,6200.0,5,5,5,4,366300.0
1,31,3,1,1,3,91.3,0,3800.0,2,2,5,3,302900.0
1,26,1,1,0,2,93.0,1,28500.0,3,5,2,5,176200.0
0,41,4,2,1,10,121.4,2,18200.0,3,1,1,4,1279200.0
0,21,2,1,1,7,83.6,0,7800.0,1,1,4,3,248100.0
1,21,1,1,1,1,46.2,0,20700.0,3,1,1,4,116300.0
1,30,1,3,1,12,69.8,1,28700.0,4,5,4,4,941400.0
1,30,4,1,1,2,77.8,1,31600.0,2,3,2,1,424100.0
1,56,5,1,3,3,62.0,0,18400.0,2,2,5,3,536300.0
0,34,3,1,4,2,96.6,0,1100.0,1,1,1,4,337900.0
1,32,3,1,1,1,95.0,1,33800.0,1,1,1,3,168100.0
0,40,3,1,0,3,93.1,2,10000.0,2,3,5,1,160300.0
1,35,2,3,4,12,58.6,1,33200.0,1,1,5,3,2291300.0
1,20,1,2,2,1,94.5,2,106200.0,3,2,3,1,384300.0
1,38,1,1,1,1,135.1,0,31900.0,3,3,3,4,117300.0
1,51,5,1,0,1,100.3,2,7900.0,4,4,3,4,138900.0
0,30,2,2,0,6,127.5,1,36500.0,1,2,5,4,342000.0
0,26,1,1,0,1,93.8,2,4500.0,2,2,3,1,102700.0
0,25,1,1,0,2,67.7,0,21800.0,5,5,1,2,89100.0
0,25,1,3,3,15,120.1,1,66200.0,2,4,5,1,1898000.0
1,34,2,1,1,3,40.7,0,1100.0,5,4,1,1,210800.0
0,33,2,1,2,5,70.5,0,200.0,5,3,5,5,452500.0
0,23,1,2,2,6,85.1,0,178900.0,4,1,2,4,645700.0
1,52,4,2,2,10,112.8,0,18200.0,5,4,1,4,1589900.0
1,47,5,1,3,4,134.6,0,4900.0,3,3,5,5,3683000.0
1,36,2,1,4,7,119.6,3,3100.0,3,4,4,2,821800.0
1,48,3,1,1,2,116.1,1,6400.0,4,2,5,3,257400.0
0,20,1,2,4,8,120.3,2,60500.0,2,4,2,4,1964300.0
0,36,2,1,2,2,125.1,3,56600.0,2,1,5,4,331200.0
1,43,3,1,0,3,50.2,0,6000.0,2,3,2,1,138100.0
1,46,4,2,2,4,167.2,0,3600.0,2,1,3,2,477100.0
0,40,4,3,2,3,128.8,0,34600.0,3,5,1,2,903400.0
1,24,1,1,3,8,83.7,0,28900.0,3,1,2,2,454100.0
0,52,4,1,1,2,103.0,0,3600.0,4,1,4,2,228300.0
0,24,3,2,1,2,44.0,0,7700.0,4,3,1,5,340000.0
1,53,5,2,0,10,80.9,0,34900.0,4,2,5,1,654100.0
1,61,6,1,1,3,78.0,0,3300.0,2,4,5,5,303400.0
1,23,1,1,0,1,75.1,0,40900.0,2,4,2,5,95700.0
0,42,3,1,1,1,118.5,0,3600.0,3,3,4,3,122100.0
1,20,1,1,2,3,93.6,2,72100.0,3,3,2,1,515500.0
0,37,2,2,1,10,48.2,0,83000.0,1,2,4,2,1047200.0
0,34,2,1,1,1,48.9,0,200.0,1,2,2,1,95900.0
1,33,2,2,1,2,21.2,0,139000.0,2,5,3,2,348100.0
1,54,4,2,0,8,120.8,1,59200.0,3,4,3,3,427700.0
1,43,4,1,1,5,82.1,0,8200.0,2,4,3,4,496200.0
1,32,3,1,0,5,116.4,0,1300.0,5,5,2,5,194700.0
1,44,3,2,1,12,199.9,0,209900.0,1,3,1,3,1235800.0
1,53,5,1,0,4,58.5,2,7500.0,4,4,5,5,307400.0
0,20,1,3,0,1,101.4,2,37400.0,2,1,1,2,220000.0
0,62,6,4,1,8,140.5,0,171900.0,5,3,5,2,1545000.0
0,27,1,1,1,3,72.9,1,15300.0,4,3,4,3,265100.0
0,46,2,1,0,5,78.1,0,48500.0,5,2,3,4,259900.0
1,21,1,1,1,1,108.6,0,16000.0,3,5,3,4,133100.0
1,20,1,2,2,8,179.0,0,117000.0,3,3,5,5,972100.0
0,32,4,2,2,6,112.3,0,133400.0,3,2,3,2,714800.0
0,44,3,2,0,6,60.5,1,5800.0,4,1,1,2,320200.0
1,30,2,2,1,14,64.7,2,201500.0,4,1,2,4,1179800.0
0,22,1,1,2,5,72.9,0,7100.0,3,4,3,2,300500.0
1,32,2,2,0,2,26.3,0,34800.0,4,5,3,2,205500.0
1,54,4,2,3,6,84.4,0,94200.0,3,5,4,3,1221800.0
1,32,3,2,3,10,90.3,0,65600.0,2,2,2,4,1875700.0
1,28,2,2,3,10,91.6,2,134100.0,3,4,5,4,1741700.0
1,30,3,2,2,12,39.3,2,30700.0,1,5,2,1,1078000.0
0,23,3,2,2,4,102.1,0,28000.0,2,4,2,4,640700.0
1,43,3,2,1,8,55.6,0,1900.0,3,2,5,4,626300.0
1,40,4,2,2,12,81.6,1,37300.0,1,4,2,1,5049700.0
0,31,2,2,2,2,64.0,0,77300.0,3,3,4,2,456000.0
